row_num,rater1,rater2,rater3,rater4,rater5,rater6,rater7,rater8,rater9,rater10,rater11,rater12,rater13,_varname,hotel,rating,review,response,triptype,dateofstay,responder,respondeddate,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,fk_grade_level_TA,arousal (ANEW)_TA,dominance (ANEW)_TA,valence (ANEW)_TA,concreteness_TA,familiarity_TA,emotionality_TA,extremity_TA,valence (EL)_TA,SENT_TA,anger_TA,anticipation_TA,disgust_TA,fear_TA,joy_TA,neg_sent_TA,pos_sent_TA,sadness_TA,surprise_TA,trust_TA,arousal (NRC)_TA,dominance (NRC)_TA,valence (NRC)_TA,i_TA,s/he_TA,they_TA,we_TA,you_TA,num_ratings,mturk_rating,apology,Brand
282,20,11.0,23.0,-30.0,,,,,,,,,,apologyAgreatlocationfora,Farmer's Daughter Hotel,30,"A great location for a hotel in Los Angeles. We didn’t personally choose this hotel it was booked through a travel agent and we only had a couple nights stay here. Although the hotel is going for a ‘shabby chic’ type look I feel the room just looks unfinished. The floor is bare concrete and the room was just a glorified motel room in my opinion. Nothing wrong with it at all but after seeing reviews saying it’s superb etc etc I felt I should be truthful. I wouldn’t describe it as luxurious or particularly amazing, it was mediocre but a great location. I also felt the valet only option of parking was ridiculous. Especially seeing as there is plenty of parking elsewhere locally!","Thank you for taking the time to write a review.I am sorry to read the design did not resonate with you.Valet is mandatory due to our liquor license, it is on the CUP form the city. Yes the city dictates we have valet I do not like it as much as you did not like but what can I do..we wish the best and safest travels...",Trip type: Traveled as a couple,Date of stay: January 2019,"Response from picataggio, Owner at Farmer's Daughter Hotel","Responded Jan 21, 2019",67,70.45,81.47,15.56,99.0,33.5,11.94,83.58,55.22,17.91,13.43,4.48,4.48,4.48,0.0,0.0,4.48,10.45,11.94,10.45,0.0,5.97,1.49,17.91,7.46,5.97,1.49,0.0,1.49,8.96,7.46,1.49,0.0,0.0,1.49,8.96,0.0,0.0,0.0,0.0,4.48,0.0,0.0,1.49,0.0,0.0,2.99,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.0,1.49,8.96,4.48,1.49,1.49,2.99,1.49,1.49,13.43,1.49,8.96,1.49,4.48,2.99,4.48,2.99,0.0,0.0,0.0,0.0,1.49,0,0.0,1.49,0.0,0.0,13.43,11.94,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,1.232608695652174,1.712173913043478,1.832173913043478,322.3160834446666,601.8392369864287,4.685,2.175,6.274999999999999,-0.0236451612903226,0.1251236333253166,0.2068038813928022,0.2046277614242486,0.2072881880865739,0.2496564953934787,-0.3237878787878787,0.3178965517241379,0.2399671308206545,0.1893898651657393,0.2277871711217789,0.4198181818181818,0.5155,0.6539090909090909,0.02898550724637681,0.0,0.0,0.02898550724637681,0.02898550724637681,4,6.0,True,Unaffiliated
283,-20,-29.0,-19.0,,,,,,,,,,,apologyDuringourLAvisitwe,Farmer's Daughter Hotel,30,"During our LA visit we spent 4 nights at this cool little hotel. I travel with a family so I have 2 small kids (9 & 11) I wanted to try something a little more personal by staying at a 'boutique' hotel rather then big chain hotels. But unfortunately I didn't feel the personal touch that I thought you would get and It wasn't like I was saving money by staying here. Location was fabulous!! With the Grove across the road, you certainly have everything at your door step. It does have cool little things, like the bikes and books and pool with rubber duckies and 2 cute little budgies in the lobby!! It's clean, safe and a very good looking place. Room I was in was kind of out under a stair case, so no sunlight shining my room, but you can sit out on the balcony if you wanted. Does have a restaurant TART in house, so that was cool. I feel bad saying this as I have worked in hospitality before and I know it can be challenging but I feel that could have been managed better. Overall I guess I was chasing some welcoming customer service. I love the USA and I love its people and I kind of wasn't feeling it here. Just a greeting when I walk through the lobby would have made me happy. I don't want to waited on hand and foot I just wanted the odd smile. As I was leaving though I did come across Bryan at reception and five stars would go to him. In my brief conversation with him, it made my view on my stay lift a few levels ... So thank you to him. Customer Service is the key.",Thank you for taking the time out of your schedule to respond to our survey. It is greatly appreciated. We do read each of these and learn from them.Everyone one of our employees should have smiled and said hello what you experienced is not our normal operation.we wish you the safest and best travelsEllen and Peter,Trip type: Traveled with family,Date of stay: July 2016,"Response from picataggio, Owner at Farmer's Daughter Hotel","Responded Sep 5, 2016",58,41.01,99.0,1.0,99.0,19.33,15.52,93.1,58.62,24.14,17.24,0.0,8.62,6.9,0.0,1.72,6.9,3.45,13.79,8.62,0.0,6.9,1.72,18.97,5.17,3.45,1.72,1.72,1.72,8.62,8.62,0.0,0.0,0.0,0.0,24.14,0.0,0.0,0.0,0.0,10.34,3.45,0.0,3.45,0.0,1.72,1.72,3.45,0.0,1.72,0.0,1.72,0.0,1.72,0.0,0.0,17.24,10.34,1.72,3.45,3.45,1.72,1.72,10.34,1.72,5.17,0.0,1.72,3.45,8.62,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.705,1.288965517241379,1.268793103448276,299.6264341329623,599.7884459287171,4.675000000000001,3.765,8.265,0.01355555555555555,0.1249207373406436,0.1677145383684673,0.1778973236130931,0.1566384431289541,0.3954826101674885,-0.3195384615384615,0.3228571428571428,0.2613898973486906,0.1685107190718634,0.2720630664272162,0.4351875,0.6037499999999999,0.728625,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,3,-22.666666666666668,False,Unaffiliated
284,20,-21.0,-30.0,-13.0,10.0,11.0,-24.0,-5.0,19.0,,,,,apologyWebookedthefarmers,Farmer's Daughter Hotel,20,"We booked the farmer""s daughter hotel over Agoda, relatively OK rate, but with all the funny taxes in LA and the mandatory $26 valet parking not a real bargain anymore.Our room was nice, clean etc. just as expected.Funny thing is that used glasses remained untouched and we were cleaning them by our self.I am surprised to read in many reviews about the very friendly staff here.Unfortunately i can not support this impression. The staff usually does not greet,well, but even rather ignores hotel guests. Check out was immense unfriendly, not smooth,not as professional as expected in this price level.The WIFI connection in our room was slow, permanently disconnecting, basically non functional. To get a connection it was necessary to walk up to the TART restaurant and log in from around there.The hotel does not live up to the high standards and marketing slogans advertised.It is not enough to ""start to safe the earth today""...",Thank you for your review.We pride ourselves on our services and are constantly trying to achieve 100% satisfaction.I am sad to read that we failed in this department with you.I will be sharing this review with our staff ( as I do most reviews ) and stressing to all departments that our guests can receive nothing more than our very best and our product to be at it's very best.Safe travels and I hope you will try use again in the future- peter,Trip type: Traveled as a couple,Date of stay: February 2014,"Response from picataggio, Owner at Farmer's Daughter Hotel","Responded Feb 22, 2014",85,24.55,99.0,17.08,98.87,85.0,16.47,97.65,61.18,24.71,18.82,4.71,9.41,4.71,0.0,0.0,5.88,1.18,15.29,10.59,4.71,5.88,1.18,18.82,9.41,7.06,0.0,1.18,3.53,12.94,9.41,3.53,1.18,0.0,2.35,17.65,0.0,1.18,0.0,0.0,10.59,0.0,2.35,1.18,4.71,2.35,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,10.59,8.24,4.71,3.53,2.35,0.0,14.12,4.71,10.59,2.35,4.71,4.71,12.94,1.18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.59,4.71,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,2.35,1.18,31.3,0.8474117647058823,1.340823529411765,1.320117647058823,307.86148210936,594.4676867087334,5.475,3.225,5.225,0.0158987341772152,0.1787602176172613,0.2137562973080118,0.1371184040255956,0.2329717617781968,0.2620858251074473,-0.3353684210526315,0.3414634146341464,0.3320168485788244,0.170253616013586,0.3623762825670637,0.4266363636363636,0.5936363636363636,0.6665454545454546,0.02352941176470588,0.0,0.0,0.08235294117647059,0.03529411764705882,9,-3.6666666666666665,False,Unaffiliated
285,30,30.0,30.0,30.0,30.0,26.0,,,,,,,,apologyFrontdeskstaffwass,Four Points by Sheraton Coral Gables,20,"Front desk staff was slow, unresponsive and insufficiently staffed. The place was not complete...bar wasn't stocked, pool bar wasn't built and they offer free coffee in the lobby - when they actually make it!The ONLY redeeming quality of this location was the garage staff - took care of me (in the car dept) and gave great recommendations for the area. Hire more people like this Starwood!","Dear Mr. Dave G,Thank you for selecting our hotel for your recent stay and taking time to share your feedback with us via TripAdvisor. We would like to extended our sincerest apologies for the inconveniences that you encountered during your stay. It is only through customer feedback that we can improve our services. We will be sure to share your experience and comments with our staff. Our entire team works hard to ensure that you and all our guests receive outstanding service. We appreciate your loyalty to the Starwood Brand and hope to have the opportunity to WOW you on your next visit to Coral Gables.Thank youManagement",Trip type: Traveled on business,Date of stay: August 2015,"Response from Marco M, General Manager at Four Points by Sheraton Coral Gables","Responded Sep 3, 2015",109,67.28,99.0,1.18,99.0,18.17,22.02,87.16,51.38,22.94,19.27,0.0,10.09,9.17,0.0,0.0,3.67,2.75,15.6,5.5,0.92,3.67,0.0,11.93,3.67,0.92,0.0,0.0,1.83,12.84,12.84,0.0,0.0,0.0,0.0,27.52,0.0,1.83,0.0,0.0,6.42,0.92,0.0,2.75,0.92,2.75,0.0,1.83,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,20.18,14.68,3.67,1.83,1.83,0.0,0.0,11.01,1.83,9.17,3.67,3.67,4.59,7.34,1.83,0.0,0.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.34,6.42,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,1.146754385964913,1.845438596491228,1.926228070175439,311.831631403796,579.997211363854,4.545,2.815,6.484999999999999,0.01842056074766354,0.1542954684039275,0.1920644618311192,0.1983395784935621,0.1466672574231218,0.3085459477881778,-0.3064905660377359,0.3373148148148148,0.1319879062541343,0.2574746002734306,0.3490970932926091,0.4238157894736841,0.6254210526315789,0.7186315789473684,0.0,0.0,0.0,0.09649122807017543,0.08771929824561403,6,29.333333333333332,True,Sheraton
286,-30,-30.0,-30.0,-30.0,-30.0,-30.0,-30.0,,,,,,,apologyWheredoIstartWear,Four Points by Sheraton Coral Gables,20,"Where do I start?We arrived to find it is car valet parking only - another expense on an already quite expensive hotel. I feel it should be free parking or at least advertise the parking ratesWe chose this one because of its apparent close proximity to the Merrick Quarter - but when we arrived there were no maps in English in reception, and the girl in Reception did not have particularly good English.We went up to the rooftop pool - it was not heated and the bar there was not open.At no time were we told where breakfast is served, how much it cost, or what time.The following morning we found out about the free trolley buses that run to the Miracle Mile, but were ot told how frequent they were or the exact route, and noone on them spoke English.We tried finding Merrick's buildings of architectural interest but despite the fact they were supposed to be close could not find them.The hotel is not located in the best of areas either (lots of small industrial units, selling and repairing cars for example). You really need a taxi or car to get around.It was not all bad. The room was comfortable, and the lady on the desk the following morning had very good English and was helpful. Could have done with her being on the desk the day before really. All in all not a stay to remember and rather a disappointing last night for our Florida adventure. Not worth the money paid.","Thank you for sharing your experience at the Four Points by Sheraton Coral Gables through the Guest Satisfaction Survey.With a mission to provide superior customer service, we take great pride in serving your needs and are delighted to hear that we have met your expectations. As a VALUED CUSTOMER, your feedback will be shared with the team and company regarding your parking concerns.Thank you for staying at the Four Points by Sheraton Coral Gables and we hope you choose to stay with us again whenever your travel needs bring you back to Coral Gables.Chuck CastigliaSincerely,chuck castigliaGeneral ManagerFour Points By Sheraton",Trip type: Traveled as a couple,Date of stay: January 2017,"Responded Mar 17, 2017","Responded Mar 17, 2017",104,90.14,99.0,1.4,99.0,52.0,25.0,79.81,47.12,14.42,13.46,0.0,3.85,9.62,0.0,0.0,0.96,5.77,17.31,3.85,2.88,4.81,0.0,17.31,1.92,0.96,0.96,1.92,0.0,10.58,10.58,0.0,0.0,0.0,0.0,21.15,0.0,0.96,0.0,0.0,4.81,0.96,0.0,3.85,0.96,0.0,0.0,1.92,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,12.5,7.69,1.92,1.92,1.92,0.0,1.92,13.46,2.88,10.58,3.85,6.73,2.88,6.73,1.92,0.0,1.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.73,3.85,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1,1.249333333333333,1.935619047619048,2.013142857142857,338.0631000093263,561.9583980285998,5.46,3.32,7.82,0.08659340659340657,0.1591056972150056,0.1906224507955591,0.2050622583429465,0.1816081050331206,0.446292257519797,-0.3201842105263157,0.378245283018868,0.108955115390941,0.1451116726618348,0.4370542391799372,0.4557428571428571,0.5985714285714284,0.7437142857142857,0.0,0.0,0.0,0.0380952380952381,0.09523809523809523,7,-30.0,False,Sheraton
287,-30,13.0,-30.0,-30.0,-13.0,-21.0,,,,,,,,apologyThestaffcouldnthav,Four Points by Sheraton Coral Gables,30,"The staff couldn't have been nicer, but there were some minor annoyances that marred the trip a bit. I would stay there again though. The rooms were clean and comfortable, and the food was good. So, here are the annoyances: Biggest - I received a fraud alert ""card not present"" transaction while at a UM football game. It was for an odd-amount transaction at a Best Western in Fort Lauderdale. I called and cancelled my credit card only to later learn that the owner of the Four Points also owned a Best Western and was for some reason running charges through its other hotel. More minor but still annoying: We stayed three nights. Our room was cleaned each day but our coffee inexplicably never replaced. We went down to the lobby for coffee, but the only creamers were nauseating flavored ones and no milk or non-flavored creamers. We told the front desk the first morning, but each morning there were still only flavored creamers in the lobby. Finally, on the last morning, we asked to have plain creamers delivered to our room. A housekeeper (also very nice) arrived with towels. I don't know why. When we asked her for plain creamers, she did eventually return with both coffee and creamers. The final minor annoyance was that there was an 18% gratuity added to everything at the restaurant, even the breakfast buffet. But then there was also a separate and addition tip line, leaving you to wonder if the 18% was actually going to the servers or not, which was just awkward. So enough complaining - the hotel was generally fine. I would easily have given them four stars with a few adjustments.","Thank you for taking the time to share your comments. We are delighted to hear that you enjoyed the comfort of the hotel and the guestroom. Your feedback was very helpful and we have now fixed the issue with the correct credit card transaction name. Also, we now have a variety of coffee creamers available in the lobby area and for the guestrooms. Again, thank you for your comments as they will only help us to grow and make sure the customer service that we provide with be an experience that will make you want to return. We hope to see you again on your next trip to Miami!",Trip type: Traveled with family,Date of stay: September 2015,"Response from Heather B, Director of Sales at Four Points by Sheraton Coral Gables","Responded Oct 2, 2015",109,76.12,99.0,2.48,99.0,18.17,16.51,93.58,58.72,17.43,14.68,0.0,5.5,8.26,0.0,0.92,2.75,10.09,14.68,6.42,6.42,5.5,0.0,15.6,3.67,1.83,0.0,0.0,0.92,9.17,9.17,0.0,0.0,0.0,0.0,23.85,0.0,1.83,0.0,0.0,5.5,0.0,1.83,1.83,0.92,1.83,0.0,2.75,0.92,0.92,0.0,0.92,0.0,0.0,0.0,0.92,9.17,8.26,0.0,0.92,0.92,0.0,0.92,15.6,2.75,11.01,1.83,2.75,6.42,3.67,1.83,0.0,2.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7.34,4.59,1.83,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,42.3,1.30034188034188,2.061623931623931,2.148376068376069,316.1337862507963,597.8474027695463,5.583333333333332,3.193333333333333,7.693333333333332,-0.03949107142857142,0.1602379993637662,0.2256100339382022,0.1665993352803112,0.1281383996807918,0.485973731050436,-0.3701428571428571,0.2911607142857143,0.2039098011334935,0.2340816864702673,0.2726704131204798,0.4239512195121953,0.5740000000000003,0.7237317073170736,0.0,0.0,0.008547008547008548,0.05128205128205128,0.07692307692307693,6,-18.5,False,Sheraton
288,-30,-30.0,-30.0,-30.0,-30.0,,,,,,,,,apologyThestaffwasfineev,Four Points by Sheraton Coral Gables,30,"The staff was fine, everyone was friendly, $20 to park - valet only, breakfast is a buffet on par with what you would get for free at a Hampton but they charge $15 and then add a 18% gratuity, way over priced.Toilet has a leak and would run a couple of times at night - not acceptable for $190/ night room.","Thank you for sharing your comments. We are delighted to hear that our friendly staff helped to make your experience an enjoyable one. In Coral Gables, all hotels charge for the valet parking service as most do not have street parking available.We hope that you choose the Four Points Coral Gables for your next visit to Miami. Again, we appreciate you taking the time to share your recent experience with us.",Trip type: Traveled on business,Date of stay: January 2016,"Response from Heather B, Director of Sales at Four Points by Sheraton Coral Gables","Responded Feb 16, 2016",72,81.63,99.0,7.84,99.0,18.0,16.67,84.72,45.83,19.44,16.67,0.0,6.94,9.72,0.0,0.0,2.78,5.56,13.89,4.17,1.39,1.39,1.39,15.28,5.56,4.17,0.0,2.78,2.78,11.11,9.72,0.0,0.0,0.0,0.0,25.0,0.0,1.39,0.0,0.0,9.72,2.78,1.39,1.39,2.78,1.39,1.39,4.17,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,13.89,11.11,0.0,1.39,1.39,0.0,1.39,11.11,1.39,9.72,1.39,2.78,5.56,2.78,1.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9.72,6.94,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,1.361688311688312,2.225194805194806,2.254155844155845,333.5928044968429,574.1545810603571,5.635,3.2425,7.7425,0.03751388888888887,0.2009638702623866,0.1762900316378261,0.1425039816647731,0.1546282444154952,0.4197452070332213,-0.2420571428571429,0.3019729729729729,0.1217729271047059,0.166035460141285,0.2372272772726552,0.424896551724138,0.5687931034482758,0.7495862068965515,0.0,0.0,0.0,0.05194805194805195,0.09090909090909091,5,-30.0,False,Sheraton
289,30,30.0,30.0,30.0,30.0,,,,,,,,,apologyWearrivedafter10pm,Four Points by Sheraton Los Angeles International Airport,10,We arrived after 10pm due to travel issues... very tired from flight to be greeted by a surly young lady on reception who insisted there was no booking for me.Tried to get me to leave and go to another hotel.I had to contact agent in UK who spoke with her at length confirming my prepaid booking. The hotel manager stood next to her during the entire discussion and when needed he had to do something else. Eventually they 'found' a booking not the room I had paid for. No apology for their error.Managed to get meal in restaurant again rude and surly staff with customers. First time I have refused to give a tip.,"Greetings,I really appreciate you taking the time to let us know how your stay went. Needless to say I was extremely disappointed to see that things didn’t go that well. We have certain expectations when we check into a hotel.Thank you again for your candid feedback. In your shoes I would have been very upset and frustrated. I sincerely apologize that we didn’t get it right for you this time. I really do appreciate your comments and have already used them as a catalyst for improvement here at the hotel.Your business is very important to us. I hope you will consider trying us again. If you do, please feel free to contact me directly so I can make sure you have a great stay.Best!",Trip type: Traveled as a couple,Date of stay: September 2019,"Response from LupeV61, AFOM at Four Points by Sheraton Los Angeles International Airport","Responded Sep 17, 2019",130,12.7,98.65,48.46,99.0,16.25,16.15,94.62,60.0,24.62,20.0,6.15,4.62,8.46,0.0,0.77,4.62,3.85,9.23,10.0,10.0,5.38,0.0,21.54,4.62,1.54,1.54,0.0,0.0,13.08,10.77,2.31,0.77,0.77,0.77,17.69,0.0,0.77,0.0,0.0,14.62,3.85,2.31,3.08,2.31,3.08,2.31,2.31,0.77,0.77,0.77,0.77,0.77,0.0,0.0,0.0,11.54,5.38,2.31,2.31,3.08,0.0,3.85,15.38,2.31,11.54,3.08,5.38,4.62,1.54,1.54,0.0,1.54,0.0,0.0,0.77,0,0.0,0.0,0.77,0.0,10.0,7.69,1.54,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,49.3,1.207333333333333,1.841555555555555,1.885481481481482,312.8117491355167,603.9241977051582,5.201111111111111,2.538888888888889,4.834444444444444,-0.124359375,0.1462587631960679,0.1607160626448214,0.1548265951019772,0.2069227622634734,0.3823998379825091,-0.3449999999999999,0.3117906976744187,0.2081725755874561,0.1340060987540163,0.341323932329326,0.4359574468085106,0.5532340425531915,0.6412553191489361,0.05925925925925926,0.0,0.007407407407407408,0.04444444444444445,0.07407407407407407,5,30.0,True,Sheraton
290,30,11.0,30.0,5.0,30.0,30.0,20.0,30.0,,,,,,apologyThehotelishopelessl,Four Points by Sheraton Los Angeles International Airport,20,The hotel is hopelessly outdated. The room had mattresses that were worn out and hopelessly curved in the middle. Two light bulbs were burned out of the four the illuminated the room. Ugly old carpet and furniture coverings seemed to be clean. The bathroom was generally very clean and brightly lighted. The lights for the bathroom were in timers though and would go out before you were done. The tub seemed to have a connection to the room next toor and would gurgle water when the neighbor used his tub. The room temperature could not be adjusted. It always reverted to its prior selection as soon as you let it go. The elevator arriving lights didn’t work The promised mini fridge was non - existent. And the phone hand set didn’t work. The staff seemed very nice as was the shuttle driver who took us to the airport. In general Marriott should either spend some money to fix it up or get rid of it before it besmirches it’s reputation.,"Dear Thomas S,We appreciate your candid and detailed review, and we apologize for not meeting your expectations. Our hotels are known for their dedication and commitment to excellent service and accommodations, and we regret this was not your experience. Your comments will be shared for future improvements, and we hope you will give us an opportunity to regain your trust. Thanks for your loyalty to our Marriott brands.Mr. Kym MyersGeneral Manager",Trip type: Traveled on business,Date of stay: January 2020,"Response from TeamMarriott, General Manager at Four Points by Sheraton Los Angeles International Airport","Responded Jan 30, 2020",73,28.82,99.0,1.0,99.0,18.25,24.66,83.56,50.68,21.92,20.55,0.0,9.59,9.59,0.0,1.37,1.37,1.37,9.59,6.85,0.0,8.22,2.74,13.7,0.0,0.0,0.0,0.0,0.0,15.07,13.7,1.37,0.0,0.0,1.37,30.14,0.0,1.37,0.0,0.0,10.96,2.74,0.0,4.11,1.37,1.37,2.74,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,13.7,4.11,2.74,1.37,1.37,4.11,8.22,6.85,1.37,0.0,0.0,1.37,6.85,1.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.33,6.85,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.2,1.222125,1.871125000000001,1.88775,305.4374053406177,577.5526208409119,4.68,3.44,7.94,0.05136986301369863,0.1359614719004753,0.1759120344302736,0.1987236582275527,0.2022860412432198,0.2718592629883101,-0.4047647058823529,0.449025641025641,0.1364259453427433,0.1916133940605905,0.5648207088953788,0.47572,0.6654800000000001,0.7563600000000001,0.0,0.0,0.0125,0.08750000000000001,0.0875,8,23.25,True,Sheraton
291,30,-30.0,30.0,30.0,20.0,,,,,,,,,apologyThehotelisfinefor,Four Points by Sheraton Los Angeles International Airport,30,"The hotel is fine for one, two days stay.Cons: We came late at night, with kids and the check in lasted more than an hour. We were so tired and was dreaming about the rest.Pros: the good thing is that you can open the window in the room and get fresh air.","Thank you for choosing to stay at the Four Points by Sheraton Los Angeles International Airport and providing your honest feedback on the Guest Satisfaction Survey.Providing the highest level of hospitality is our number one priority and we sincerely apologize for falling short of meeting your expectations. As a teachable moment, we have shared your feedback with the appropriate hotel team to ensure the necessary guidelines are in place to prevent guest issues from occurring in the future.",Trip type: Traveled with family,Date of stay: June 2019,"Response from LupeV61, Assistant FOM at Four Points by Sheraton Los Angeles International Airport","Responded Jun 22, 2019",79,98.94,99.0,22.44,99.0,39.5,30.38,84.81,43.04,8.86,8.86,0.0,3.8,5.06,0.0,0.0,0.0,8.86,18.99,3.8,0.0,3.8,0.0,7.59,7.59,2.53,0.0,2.53,0.0,6.33,6.33,0.0,0.0,0.0,0.0,18.99,0.0,2.53,0.0,0.0,3.8,1.27,0.0,1.27,0.0,1.27,0.0,0.0,0.0,0.0,0.0,1.27,0.0,1.27,0.0,0.0,11.39,6.33,1.27,3.8,0.0,1.27,1.27,6.33,2.53,16.46,2.53,12.66,2.53,6.33,2.53,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.06,3.8,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.9,1.345679012345679,2.097777777777778,2.171481481481482,321.2510479496352,575.5429399996352,0.0,0.0,0.0,0.04012987012987014,0.1268497663346049,0.3231150964628853,0.151559846293646,0.312339161817605,0.3605222331031758,-0.446103448275862,0.3338958333333333,0.3046699443040813,0.1594184218108408,0.438040565773482,0.4466176470588236,0.5945882352941178,0.6817941176470587,0.0,0.0,0.0,0.03703703703703703,0.04938271604938271,5,16.0,True,Sheraton
292,10,21.0,30.0,,,,,,,,,,,apologyJokeofahotelInmy,Four Points by Sheraton Los Angeles International Airport,10,"Joke of a hotel. In my opinion, they have one, just one job. To get me to and from the airport. That's it nothing else and by George does the Four Points by Sheraton suck at it. Had to take Uber because their ""shuttle"" is nowhere to be found.","Thank you for taking the time to complete the Guest Satisfaction Survey in regards to your recent stay at the Four Points by Sheraton Los Angeles International Airport.As we pride ourselves on delivering a memorable hotel experience during your travels, we have unfortunately fallen short of our goal during your recent stay. Please accept our sincere apology for the issues experienced with our shuttles. We have shared your feedback with the appropriate hotel team to ensure that this was an isolated issue that is corrected moving forward.Upholding our commitment to provide a memorable experience with exceptional service, we hope to have an opportunity to better your experience with us whenever your travels bring you back to Los Angeles.",Trip type: Traveled with family,Date of stay: March 2019,"Response from LupeV61, Assistant Front Office Manager at Four Points by Sheraton Los Angeles International Airport","Responded Mar 16, 2019",120,93.26,99.0,37.98,99.0,40.0,28.33,87.5,48.33,17.5,15.0,0.0,8.33,6.67,0.0,0.0,2.5,7.5,17.5,4.17,1.67,1.67,0.0,13.33,5.0,3.33,0.83,0.83,0.0,10.0,8.33,1.67,0.0,0.0,0.83,19.17,0.0,0.83,0.0,0.0,5.83,2.5,0.0,0.83,0.83,2.5,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,4.17,0.83,3.33,0.0,2.5,10.0,0.83,17.5,7.5,7.5,6.67,3.33,4.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.83,4.17,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,1.300162601626016,1.989268292682927,2.077235772357723,311.8864835088393,573.5900579326964,4.502,2.532,6.404,0.08623076923076925,0.07447473687403075,0.2677443809022801,0.1757373057263131,0.2194656530882775,0.3871951569269221,-0.31606,0.3864477611940299,0.2668020099133347,0.2160295782276971,0.4558796090451316,0.4566,0.611911111111111,0.6944222222222223,0.0,0.0,0.0,0.0813008130081301,0.06504065040650407,3,20.333333333333332,True,Sheraton
