unique_id,hotel,rating,review,response,triptype,dateofstay,responder,respondeddate,Brand,apology_num_Raters,apology_score,apology_bin,genuine_num_Raters,genuine_score,genuine_bin,offense_num_Raters_x,offense_score_x,offense_bin_x,sincere_num_Raters,sincere_score,sincere_bin,truly_num_Raters,truly_score,truly_bin,satisfied_num_Raters,satisfied_score,satisfied_bin,visit_num_Raters,visit_score,visit_bin,offense_num_Raters_y,offense_score_y,offense_bin_y,personalization_num_Raters,personalization_score,personalization_bin,severity_num_Raters,severity_score,severity_bin,WC_review,WC_diff,Segment,BOW_Apology,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
164,Courtyard by Marriott Miami Airport,30,"Helpful staff and decent rooms. Unfortunately, TV program selection is humble, there is nothing additional in bathroom equipment, breakfast is standard and our of local delights. Finally, this is an old hotel and it is so obvious, too obvious.","Hello,I first want to thank you for staying at our property and sharing your review with me! We appreciate your business with our brand. Secondly, I would like to apologize for our hotel not meeting your Marriott Standards. These situations are definitely not common at this property so I will be looking into things further. I have gotten together with our housekeeping and front office teams to see where things fell through; this way we can prevent future issues from occurring. If you ever find yourself back in Miami, please don't hesitate to contact me.Thank youJosilyn Rivas",Trip type: Traveled as a couple,Date of stay: March 2017,"Response from Josilyn R, Front Office Manager at Courtyard by Marriott Miami Airport","Responded Mar 16, 2017",Marriot,10,21.9,TRUE,10,17.8,TRUE,10,-3.4,FALSE,10,16.3,TRUE,10,13.2,TRUE,6,7.666666667,TRUE,6,-1.333333333,FALSE,6,0.5,FALSE,6,3.833333333,TRUE,6,-10.83333333,FALSE,39,60,1,1,99,23.1,95.77,64.74,96.12,16.5,24.24,86.87,69.7,57.58,23.23,18.18,6.06,6.06,6.06,0,0,5.05,12.12,0,2.02,16.16,7.07,5.05,4.04,3.03,18.18,3.03,2.02,10.1,9.09,0,1.01,14.14,1.01,13.13,3.03,0,4.04,2.02,1.01,3.03,0,6.06,6.06,0,3.03,3.03,0,0,0,0,0,21.21,9.09,6.06,5.05,0,0,4.04,13.13,0,0,0,0,0,0,0,0,4.04,0,0,4.04,1.01,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,0,0,0,0,2.02,0,4.04,12.12,0,1.01,9.09,2.02,0,0,2.02,2.02,3.03,2.02,0,0,0,0,0,11.11,5.05,3.03,0,1.01,1.01,1.01
165,Courtyard by Marriott Santa Monica,10,"Called the hotel to try to cancel my reservation as i was in bed with an acute gastro issue and couldn't make my flight or hotel to Santa Monica. Asked if hotel could make an exception and allow me to either rebook or credit me for the night ($400) i couldn't make due to illness. No was the answer. Never mind that I just spent 3 nights at the Mexico Marriott and am a Bonvoy. In the good old days of STARWOOD, this would have never happened. It is very disappointing to see the world's largest hotelier manage its business strictly by the book. I have 4 more reservations with BONVOY for trips to Portugal and San Francisco. After that I will check the competition.",We apologize for the experience you had. We thank you for your feedback and will use this to improve. We do hope you come stay with us sometime for us to change the experience you have with us!,Trip type: Traveled on business,Date of stay: June 2019,"Response from Katie_Squire_28, Sales Coordinator at Courtyard by Marriott Santa Monica","Responded Jun 25, 2019",Marriot,8,18.5,TRUE,8,-14.625,FALSE,8,13,TRUE,8,-15.125,FALSE,8,-16.625,FALSE,9,-9.111111111,FALSE,9,-1,FALSE,9,0.555555556,TRUE,9,-21.55555556,FALSE,6,10.33333333,TRUE,125,-87,1,1,38,36.67,99,18.39,99,12.67,15.79,94.74,81.58,68.42,31.58,28.95,0,15.79,13.16,0,0,2.63,10.53,5.26,0,18.42,10.53,0,2.63,0,23.68,0,0,21.05,15.79,2.63,2.63,13.16,0,13.16,2.63,5.26,2.63,5.26,0,0,0,7.89,7.89,0,2.63,2.63,0,0,0,0,0,36.84,7.89,5.26,5.26,0,0,5.26,28.95,0,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,10.53,5.26,0,2.63,5.26,0,0,0,5.26,2.63,0,7.89,0,0,0,0,0,7.89,5.26,0,0,2.63,0,0
166,Courtyard by Marriott Santa Monica,30,Clean and GoodDO NOT PAY OVER $350 a night here no matter the season u come in. It’s extremely ordinary in fact so ordinary there is nothing to talk about. Do not park in the parking it’s far to expensive for the area.,"Hello and thank you for taking the time to fill out a review. We are sorry to hear we fell short of your expectations. We try and offer a more cost effective solution for guests coming into this beautiful high demand destination area. Although our rate may seem higher than a Courtyard at other locations around the United States, we will still be much lower than other hotels in the Santa Monica area. By offering less services than the larger hotels we are able to accommodate guests who want to save a little money on their trip. Thank you again for choosing us during your visit.",Trip type: Traveled with family,Date of stay: July 2018,"Response from Billy D, General Manager at Courtyard by Marriott Santa Monica","Responded Jul 16, 2018",Marriot,7,14.71428571,TRUE,7,-2.571428571,FALSE,7,-2.285714286,FALSE,7,-3.142857143,FALSE,7,-7.285714286,FALSE,9,5.444444444,TRUE,9,-9.333333333,FALSE,9,0.222222222,FALSE,9,5.555555556,TRUE,8,3.375,TRUE,43,63,1,1,106,88.17,99,74.21,64.84,17.67,11.32,93.4,71.7,52.83,13.21,12.26,0,6.6,3.77,0,0.94,0.94,16.98,7.55,0,17.92,4.72,2.83,5.66,0,14.15,12.26,6.6,11.32,6.6,3.77,0.94,12.26,0,12.26,3.77,0,1.89,1.89,0,5.66,0,6.6,4.72,1.89,0,0,0,0,0,0,0,21.7,7.55,3.77,2.83,0,0,2.83,14.15,0,1.89,0,0,1.89,1.89,0,0,2.83,0,0,1.89,0.94,0,0,0,0,0,0,0,0,0,0,0,0.94,0.94,1.89,0.94,0,0,0,0,7.55,12.26,0,0.94,11.32,0,0.94,0,1.89,1.89,1.89,2.83,0,0,0,0,0,6.6,5.66,0.94,0,0,0,0
167,Courtyard by Marriott Santa Monica,30,"Definitely a mixed bag at this new hotel. We chose it for the great location and the fact that we were traveling on points.The hotel is clean, new and nicely decorated. However...while I love the concept of laminate flooring in a hotel to keep things cleaner, the execution failed as we could hear EVERYTHING from upstairs. Another downside was that you could only control the thermostat to a certain point...no air conditioning below 68 degrees. For people who sleep warm, this was a definite bummer. Housekeeping was interesting...each day we couldn’t find important items and had to search the room...eventually finding them placed in random drawers or the closet (we didn’t unpack any of our items into these places, so it was an odd thing for them to put them there.)We also chose this hotel for the queen size beds vs. the standard doubles in many hotels. But the beds were so uncomfortable, we actually checked out a night early to drive home and sleep in our own beds.Parking is a ridiculous $42 a night. I also just called the hotel to check on some charges to my credit card and they have no record of us checking out early (we turned in our keys and spoke to a desk attendant)All in all, we wouldn’t visit again. Overpriced but adequate.",Hello and thank you for choosing to stay with us on your visit to Santa Monica. I am sorry to hear that your stay was not exemplary. I will pass on your comments to the staff so we can improve on the areas you mentioned. We hope you do give us another try in the future.,Trip type: Traveled with family,Date of stay: March 2018,"Response from Billy D, General Manager at Courtyard by Marriott Santa Monica","Responded Mar 19, 2018",Marriot,9,16.44444444,TRUE,9,-7.444444444,FALSE,9,17.77777778,TRUE,9,-7,FALSE,9,-10.88888889,FALSE,8,-8,FALSE,8,-22.875,FALSE,8,1,TRUE,8,-17.25,FALSE,8,7.75,TRUE,228,-172,1,1,56,46.07,99,15.38,98.65,14,10.71,91.07,78.57,62.5,25,21.43,3.57,7.14,10.71,0,0,3.57,14.29,5.36,0,17.86,8.93,1.79,3.57,1.79,23.21,1.79,1.79,10.71,7.14,3.57,0,10.71,0,10.71,1.79,0,5.36,1.79,0,3.57,0,7.14,7.14,0,1.79,1.79,0,0,0,0,0,30.36,10.71,3.57,3.57,0,0,5.36,19.64,0,0,0,0,0,0,0,0,1.79,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,8.93,8.93,0,1.79,5.36,0,1.79,0,1.79,1.79,5.36,5.36,0,0,0,0,0,7.14,7.14,0,0,0,0,0
168,Courtyard by Marriott Santa Monica,10,"Have been a member of Marriott for over 10 years. Traveled countless hotels. Never had an issue that could not be resolved until this night. I'm not a picky traveler - if the room is clean and plumbing works - it's good for me.Arrived into Santa Monica Courtyard at 11 PM. No parking left and no valet. ""You are checking in late, so it's your problem"". Wait what? A check in before midnight in Marriott system is not a late check-in by any means. As a business traveler, the times I've been arriving to Courtyards at 1 AM or later due to late flights and other travel issues has been countless. Never been an issue. Well, all right.Walk into the room. It's smoked in. It's so heavily smoked in, cleaning crew has lef the window open to try and alleviate the smell. It's so febreezed, you can practically see Febreeze in the air. Turn around and walk down: ""I'm sorry, what's going on with the room?"" - ""Oh, you are checking in late, so we gave away your room and you get this one, this is the last room left. No, we can't do anything else for you. Want some more Febreeze or an ozone machine? We can give you a discount. Oh, and our shift is up, so sayonara, sucker"".Wow. No help with transfer to another hotel, nothing. A hapless fella with 4 weeks on the job could only void the reservation and cancel the charges. Corporate was no help: ""we'll log the case for you""Of course, you can't leave this review in Marriott system unless you stayed at Marriott. Well, at least TripAdvisor is always here.","Thank you for choosing to stay at the Courtyard Santa Monica and providing your honest feedback on the Guest Satisfaction Survey.Providing the highest level of hospitality is our number one priority and we sincerely apologize for falling short of meeting your expectations.Once again, thank you for taking the time to share your feedback. We appreciate you choosing to stay with us during these unusual times.",Trip type: Traveled on business,Date of stay: July 2020,"Response from Shuki Koushandeh, Other at Courtyard by Marriott Santa Monica",Responded 4 weeks ago,Marriot,7,8.571428571,TRUE,7,-11,FALSE,7,23,TRUE,7,-9.428571429,FALSE,7,-10.28571429,FALSE,4,-17.5,FALSE,4,-21.75,FALSE,4,1,TRUE,4,-21,FALSE,4,17.5,TRUE,280,-213,1,1,67,87.33,99,59.19,99,33.5,26.87,89.55,65.67,50.75,16.42,14.93,0,5.97,8.96,0,0,1.49,16.42,5.97,2.99,17.91,1.49,4.48,2.99,0,10.45,4.48,4.48,8.96,7.46,0,1.49,7.46,0,7.46,7.46,0,0,0,0,0,0,13.43,10.45,2.99,2.99,2.99,0,0,0,0,0,32.84,16.42,7.46,5.97,0,1.49,7.46,16.42,0,1.49,0,0,0,0,0,0,4.48,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,2.99,1.49,0,0,0,1.49,4.48,7.46,1.49,0,5.97,0,0,0,5.97,0,1.49,1.49,0,0,0,0,0,7.46,5.97,1.49,0,0,0,0
169,Crescent Hotel Beverly Hills,20,"This is really a Beverly Hills dormitory. Long, loud, non-carpeted corridor with unbelievably tiny sleeping pods, masquerading as guest rooms. These sleep chambers are barely big enough for one double bed and you can hear both the TV and all telephone conversations of your fellow dorm residents. Cement floors, cement showers - If it was locked from the outside - one would it a jail cel. The crime is I had to pay for this coffin.I was awakened 3x at night by what sounded like sirens. It was in fact the screeching pipes whistling through other chamber showers. The cost is high, the rooms are miniscule and the parking is expensive (not mentioned prior). The only positive comment is its location - which is easy walking distance to the center of Beverly Hills shopping district. As is so often the case - if the price looks too good to be true - it definitely is. Traveler beware.",Thank you for your response. While some of our rooms are built for single occupancy we also do offer King rooms and a 2 bedroom suite that may be better suited for you in the future.,Trip type: Traveled on business,Date of stay: October 2011,"Response from crescentbeverlyhills, Manager at Crescent Hotel Beverly Hills","Responded Oct 21, 2011",Unaffiliated,5,-23.2,FALSE,5,-23.2,FALSE,5,19,TRUE,5,-23.2,FALSE,5,-23.2,FALSE,1,-20,FALSE,1,-20,FALSE,1,0,FALSE,1,-10,FALSE,1,19,TRUE,154,-118,1,0,36,41.36,99,39.59,93.93,18,8.33,91.67,66.67,61.11,16.67,13.89,0,5.56,8.33,0,0,2.78,19.44,5.56,5.56,13.89,11.11,2.78,8.33,0,13.89,5.56,5.56,11.11,5.56,2.78,2.78,5.56,0,5.56,0,2.78,0,2.78,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,25,8.33,2.78,2.78,0,0,5.56,16.67,0,0,0,2.78,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,11.11,0,0,11.11,0,0,0,5.56,0,2.78,5.56,0,0,0,0,0,5.56,5.56,0,0,0,0,0
170,Crescent Hotel Beverly Hills,10,"Our stay was very uncomfortable but mostly due to a bad mattress so in all fairness it may have been just the luck of the draw. We have been married for 40 years. Our stay was with the compliments of our son and daughter in law. They told us it was a boutique hotel just a couple of blocks from Rodeo and Beverly Drive and some wonderful restaurants were just around the corner. It sounded fun. We were told the hotel was 100% booked and there were no upgrades. Our room was very small which didn't bother us greatly as that can be common in upscale areas such as Paris, Tokyo, San Francisco and New York. When I asked I was told by the desk clerk the hotel was rated 3 stars. The room was more like 2 stars but the location was probably 4 stars. If you want to stay in Beverly Hills and close to Rodeo Drive it is a good bet but downsize your expectations for the room experience. Our room was probably their smallest and when I asked at the desk what the price would be for a room similar to ours I was told it was on special for $199. We did not sleep at all that night. We were not on our honeymoon and very accustomed to our own space. :) This bed brought us much closer together because the bed sloped to the middle. If someone could hear us from the hall or an adjacent room they would have thought we were on our honeymoon. The springs squeaked so loudly from the movement of our lungs expanding with normal breathing. We had a sense of humor about it when we would both wake up when one of us would roll over. Sometimes you just have to make lemonade. I have sent the manager an email. It will be interesting to hear his response. One more note. If you look at their website it states that Gregory Peck is the owner. Gregory Peck died in 1993 after a long and industrious career. I think it is time for an updated website. Keep that in mind.","Thank you for the review. We appreciate the feedback. I'm sorry to hear that the mattress was not up to your standards. We have since replaced the actually bed-frame in order to remedy this problem.Also, Gregory Peck is in fact still the owner. He is has no relation to the actor Gregory Peck.",Trip type: Traveled as a couple,Date of stay: July 2011,"Response from crescentbeverlyhills, Manager at Crescent Hotel Beverly Hills","Responded Jul 26, 2011",Unaffiliated,6,22,TRUE,6,12.33333333,TRUE,6,12,TRUE,6,12.16666667,TRUE,6,5.333333333,TRUE,5,17.4,TRUE,5,5.4,TRUE,5,1,TRUE,5,20.2,TRUE,5,13.6,TRUE,361,-306,1,1,54,66.04,95.53,39.59,77.5,10.8,20.37,85.19,68.52,61.11,14.81,11.11,1.85,3.7,3.7,1.85,0,3.7,18.52,11.11,0,16.67,11.11,5.56,3.7,3.7,16.67,1.85,0,9.26,5.56,0,3.7,16.67,1.85,14.81,7.41,1.85,0,0,1.85,1.85,0,3.7,3.7,0,1.85,1.85,0,0,0,0,0,20.37,7.41,5.56,1.85,0,0,3.7,12.96,0,0,0,1.85,0,0,0,0,7.41,1.85,1.85,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,7.41,0,0,5.56,0,1.85,0,1.85,1.85,7.41,0,0,0,0,0,0,16.67,11.11,1.85,0,0,1.85,1.85
171,Crescent Hotel Beverly Hills,30,Convenient being in the middle of Beverly Hills. Small room and tiny desk. Poor sound insulation. Friendly staff.Will suit for convenience but there are better choices.Self park down the road at Whole Food at $12 a day,Thank you for sharing your experience with our hotel.I am so please to hear that your found our staff to be friendly.We offer our valet service as the most convenient option. Our valetsalso help our guests with luggage. I am glad to know you found alternateparking that fit your needs.I am sorry to ear that you found your room to be small and noisy.Our smaller rooms are offered at a price that is much more affordable thanwhat you can typically find in our area of Beverly Hills and it is our hopethat all of our guest find our rates to be a good value.Please contact me directly upon your next visit to Beverly Hills.We would love the opportunity to provide you with an even better experience.,Trip type: Traveled solo,Date of stay: March 2016,"Response from Guest Care T, Manager at Crescent Hotel Beverly Hills","Responded Apr 4, 2016",Unaffiliated,12,19.91666667,TRUE,12,6.583333333,TRUE,12,2.333333333,TRUE,12,7.416666667,TRUE,12,1.166666667,TRUE,6,15.83333333,TRUE,6,2,TRUE,6,0.333333333,FALSE,6,19.83333333,TRUE,5,0.4,TRUE,39,93,1,1,132,40.61,99,6.68,98.14,44,15.91,87.12,72.73,56.06,23.48,19.7,3.03,9.09,7.58,0,0,3.79,21.21,3.79,0,13.64,8.33,2.27,3.03,0,16.67,9.85,6.06,12.88,11.36,1.52,0,9.85,0.76,9.09,4.55,0,3.03,1.52,0,0.76,0,8.33,7.58,0.76,3.03,3.03,0,0,0,0,0,27.27,8.33,5.3,2.27,0,0,0.76,18.94,0,1.52,0,0,0,0,0,0,4.55,0,1.52,1.52,1.52,0,0.76,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0.76,0,0,4.55,7.58,0,0,3.79,0,2.27,0,0.76,3.03,6.82,0,0,0,0,0,0,6.82,6.82,0,0,0,0,0
172,Crescent Hotel Beverly Hills,20,"I am generally a fan of boutique hotels and didn't come in the door here expecting the trappings of big and fancy, but I was very disappointed with my stay here. My first impression was the valet, who wasn't at his station, but around the corner smoking a cigarette or something. When he did come over, rather than welcoming me, he first admonished me that I needed to back the car up a foot because I was encroaching the red zone. I grabbed my bag and walked into the lobby - tiny but cute, with a well-stocked bar and music playing. There was a loud group sitting in the lobby drinking and chatting, and the acoustics made the decibel level even greater, plus I think they were trying to talk over the music. Ugh. The bright ray of sunshine was the young man at the desk - Justice, I think he said his name was (or at least over the noise, I that's what I thought I heard). He was delightful, someone who really knows what the service/hospitality business is about. In addition to checking me into my room, he helped find a charger for my phone and offered empathy for my tedious travel day. Every hotel could use someone like him.No elevator here, so if you have a second floor room, I'd suggest going light on the bag. Walking down the hallway, it was clear to me that his place was some kind of apartment conversion. The rooms are appointed nicely...the bed was fantastic, TV modern, nice amenities, and the AC works great, which was important since it was almost 100 here today. Downsides to the room - you can hear EVERYTHING in the rooms on either side. When the guy in the next room got into the shower at 3:30 am, you would have thought he was in the shower in my room the water in the pipes was so loud. The wireles works, but I had to sit on the floor near the door to get it to stay connected consistently. And something I thought I'd never say, but the hot water is too hot! There isn't any safety feature to keep it from getting to scalding...it was difficult to get it warm and then all of a sudden it was dangerous. I bought a bloodspot coupon, so this room only cost me $115, which is incredible for any establishment in Beverly Hills and I appreciate the proximity to all of the shopping, etc. But if I had paid the full price (I think $235) for this room, I'd be fuming.",Thank you for the response. We are sorry to hear about the valet staff that was at the property that day and we will do our best to remedy the situation you spoke of. We're happy to hear you loved our amenities and we hope you come visit us again soon.,Trip type: Traveled on business,Date of stay: September 2011,"Response from crescentbeverlyhills, Manager at Crescent Hotel Beverly Hills","Responded Sep 26, 2011",Unaffiliated,6,18.66666667,TRUE,6,3.333333333,TRUE,6,12.83333333,TRUE,6,3,TRUE,6,2.333333333,TRUE,8,-0.125,FALSE,8,-1.625,FALSE,8,1,TRUE,8,3,TRUE,8,11.375,TRUE,436,-385,1,1,51,29.85,99,3.12,99,17,7.84,92.16,82.35,62.75,25.49,21.57,0,13.73,7.84,0,0,3.92,15.69,7.84,0,13.73,9.8,5.88,3.92,0,21.57,5.88,1.96,15.69,13.73,1.96,0,5.88,0,5.88,0,1.96,1.96,1.96,0,0,0,7.84,7.84,0,5.88,5.88,0,0,0,0,0,35.29,11.76,3.92,1.96,0,0,5.88,23.53,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,7.84,5.88,0,1.96,1.96,0,3.92,0,5.88,5.88,3.92,7.84,0,0,0,0,0,7.84,5.88,0,0,0,1.96,0
173,DoubleTree Suites by Hilton Boston - Cambridge,10,"The room was very noisy and the HVAC keep me awake at night. No heat - only cold air, even if you set the temperature at 80F. I had a cold and I ended up getting worse. Cannot sleep with the noise from HVAC and from the street, yet I have to pay over $200/night for this? Yuck....","I am sorry to hear that your stay wasn't up to our standard. If you would like to discuss your stay with us any further, please feel free to reach out to me.",Trip type: Traveled on business,Date of stay: October 2017,"Response from Bryan D, Guest Relations Manager at DoubleTree Suites by Hilton Boston - Cambridge","Responded Nov 3, 2017",Hilton,7,18.42857143,TRUE,7,-0.142857143,FALSE,7,25.14285714,TRUE,7,-2.857142857,FALSE,7,2.857142857,TRUE,7,-7.857142857,FALSE,7,-18.28571429,FALSE,7,1,TRUE,7,-17.85714286,FALSE,7,19.85714286,TRUE,58,-25,1,1,33,63.17,97.86,98.58,99,16.5,9.09,100,90.91,66.67,24.24,21.21,6.06,6.06,9.09,0,0,3.03,15.15,0,0,27.27,9.09,0,3.03,3.03,24.24,12.12,0,6.06,6.06,0,0,18.18,0,18.18,3.03,0,6.06,6.06,0,6.06,0,9.09,9.09,0,6.06,6.06,0,0,0,0,0,24.24,9.09,6.06,3.03,0,0,3.03,15.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,24.24,0,3.03,18.18,0,3.03,3.03,0,3.03,6.06,0,0,0,0,0,0,12.12,6.06,3.03,0,0,3.03,0
174,DoubleTree Suites by Hilton Boston - Cambridge,30,"We book three rooms on 17 May for the 4th of July celebration. We called the hotel and asked if they has a lounge at the hotel which the fireworks could be seen from. The told us the roof top function area will be open for seeing the fireworks display. When we checked in, they could only find two of the three reservations. We used Hotels.com to book the rooms. We end ended up doubling up in a room with a Murphy bed. We asked what time the roof top opens up and they said it was $125 per person charge. We were never informed of the charge when we called earlier. To make matters worst, they were sold out. The rooms were very spacious, modern and clean. Guest were charged $45 a night for parking on the site. Being this was Boston, one could only assume this was normal. Not sure we will visit this hotel in the future. Boston does have a great selection of hotels for our next adventure.","Thank you for your review, and please accept our sincere apologies for any inconvenience regarding your check-in or if you were not made aware of all the details regarding our rooftop area. We strive to keep our guests well-informed about all aspects of our hotel, including our parking services which are competitive for the area. We hope a future visit will improve your impression of us, as we would welcome another opportunity to exceed your expectations.",Trip type: Traveled with friends,Date of stay: July 2019,"Response from Commingle1, General Manager at DoubleTree Suites by Hilton Boston - Cambridge","Responded Jul 10, 2019",Hilton,6,22,TRUE,6,11.83333333,TRUE,6,24.33333333,TRUE,6,7,TRUE,6,12.16666667,TRUE,1,-10,FALSE,1,-24,FALSE,1,1,TRUE,1,-12,FALSE,1,22,TRUE,173,-95,1,1,76,48.35,99,8.42,99,25.33,26.32,90.79,64.47,55.26,22.37,19.74,0,11.84,7.89,0,0,2.63,21.05,3.95,0,14.47,5.26,1.32,5.26,1.32,10.53,3.95,3.95,19.74,13.16,5.26,2.63,18.42,2.63,15.79,2.63,1.32,2.63,5.26,0,6.58,0,11.84,11.84,0,1.32,1.32,0,0,0,0,0,32.89,11.84,5.26,7.89,0,1.32,1.32,21.05,0,1.32,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.63,1.32,0,1.32,0,1.32,0,0,2.63,3.95,1.32,0,2.63,0,0,0,1.32,2.63,1.32,5.26,0,0,0,0,0,10.53,3.95,3.95,0,0,0,2.63
175,DoubleTree Suites by Hilton Boston - Cambridge,10,"My bad for not researching this place on Tripadvisor prior to booking. Later a found out that this place is NOISY due to construction. I had a sleepless night. The hotel staff had their corporate script well memorized when it came to responding to noise complaints. Quite disappointing from a corporation (Hilton) that claims to focus on customer satisfaction and service. All talk, no action. All this for $350/ night!? Stay away from this property!","Thank you for taking the time to share your experience about your recent stay at our hotel. We sincerely appreciate your feedback and we are very sorry we did not exceed your expectations. I understand that noise can be frustrating, especially when the hotel cannot control it. If you would like to discuss your stay any further, please feel free to reach out to me directly.",Trip type: Traveled as a couple,Date of stay: September 2017,"Response from Bryan D, Guest Relations Manager at DoubleTree Suites by Hilton Boston - Cambridge","Responded Sep 16, 2017",Hilton,12,11.33333333,TRUE,12,-2.25,FALSE,12,-8.416666667,FALSE,12,-0.333333333,FALSE,12,-6.166666667,FALSE,8,5.375,TRUE,8,-10,FALSE,8,0.125,FALSE,8,9,TRUE,5,7.4,TRUE,75,-9,1,1,66,14.87,99,61.28,96.12,16.5,18.18,93.94,74.24,60.61,22.73,19.7,3.03,6.06,10.61,0,0,3.03,15.15,3.03,0,13.64,9.09,7.58,4.55,3.03,19.7,4.55,0,9.09,7.58,0,1.52,19.7,0,19.7,6.06,1.52,6.06,3.03,0,4.55,0,12.12,9.09,3.03,6.06,4.55,1.52,0,1.52,0,0,28.79,12.12,6.06,4.55,0,0,4.55,16.67,0,0,0,0,0,0,0,0,1.52,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,1.52,0,0,0,0,9.09,10.61,0,1.52,7.58,0,1.52,1.52,3.03,1.52,6.06,1.52,0,0,0,0,0,9.09,6.06,3.03,0,0,0,0
176,DoubleTree Suites by Hilton Boston - Cambridge,30,"The room layout was fantastic - king bed in a separate room from murphy bed, and bathroom in between. LOVED the design of the room. However, service was lacking. We were told misinformation about the shuttle pickup, which caused a delay. We were also gone from 8 AM - 3:30 PM to find our room hadn't yet been cleaned for the day. Very disappointing. The shower is poorly designed and has no pressure. Location is not convenient but the price was more reasonable for sure.","Dear sedonahiker96,Thank you for your most recent stay and for taking the to review your stay.I would like to personally apologize for the inconvenience experienced with our shuttle, your room cleanliness and shower design.Please be rest assure that your comments have been shared with the pertinent departments to ensure this does not happen again and to better serve you in the future.",Trip type: Traveled with family,Date of stay: June 2018,"Response from Andres G, Front Office Manager at DoubleTree Suites by Hilton Boston - Cambridge","Responded Jun 29, 2018",Hilton,4,21.25,TRUE,4,13.25,TRUE,4,21,TRUE,5,10.4,TRUE,4,11.5,TRUE,3,21.66666667,TRUE,3,4.666666667,TRUE,3,0.666666667,TRUE,3,13,TRUE,3,4.666666667,TRUE,84,-19,1,1,65,74.95,98.89,14.57,99,65,15.38,86.15,70.77,55.38,15.38,12.31,1.54,1.54,9.23,0,0,3.08,18.46,6.15,1.54,16.92,7.69,1.54,4.62,1.54,21.54,4.62,1.54,7.69,4.62,1.54,1.54,7.69,0,7.69,1.54,0,3.08,0,1.54,1.54,0,9.23,9.23,0,3.08,3.08,0,0,0,0,0,20,7.69,4.62,4.62,0,0,1.54,10.77,0,0,0,0,0,0,0,0,6.15,0,3.08,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,6.15,7.69,1.54,0,6.15,0,0,0,4.62,3.08,1.54,1.54,0,0,0,0,0,7.69,4.62,3.08,0,0,0,0
